State,District,Year,Season,Crop,Area,Production,Yield,AvgTemperature,MaxTemperature,MinTemperature,TotalRainfall,AvgRainfall,MaxRainfall,AvgHumidity,AvgWindSpeed,RainyDays,TemperatureStd,RainfallStd
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Jowar,18.0,21.0,1.1666666666666667,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Moong(Green Gram),28.0,6.0,0.2142857142857142,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Ragi,52.0,138.0,2.6538461538461537,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Kharif,Rice,90874.0,329210.0,3.622708365429056,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Sesamum,263.0,183.0,0.6958174904942965,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Sugarcane,1936.0,240128.0,124.03305785123968,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Sunflower,14.0,19.0,1.3571428571428572,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Sweet potato,15.0,199.0,13.266666666666667,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Tapioca,8.0,292.0,36.5,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Turmeric,3.0,17.0,5.666666666666667,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2008,Whole Year,Urad,225.0,71.0,0.3155555555555555,27.66,34.3,22.11,1428.04,3.9,178.98,73.16,2.95,137,2.66,13.14
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Arhar/Tur,11.0,8.0,0.7272727272727273,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Bajra,1.0,1.0,1.0,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Banana,287.0,12340.0,42.99651567944251,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Cashewnut,277.0,139.0,0.5018050541516246,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Cotton(lint),2.0,5.0,2.5,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Dry chillies,109.0,58.0,0.5321100917431193,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Groundnut,17478.0,73184.0,4.187206774230461,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Jowar,8.0,10.0,1.25,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Moong(Green Gram),60.0,21.0,0.35,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Ragi,55.0,156.0,2.8363636363636364,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Kharif,Rice,91020.0,331434.0,3.641331575477917,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Sesamum,257.0,145.0,0.5642023346303502,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Sugarcane,625.0,63512.0,101.6192,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Sunflower,3.0,4.0,1.3333333333333333,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Tapioca,16.0,551.0,34.4375,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Turmeric,2.0,10.0,5.0,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2009,Whole Year,Urad,301.0,114.0,0.3787375415282392,28.22,34.81,22.91,1165.21,3.19,72.42,70.58,3.12,117,2.75,8.18
Tamil Nadu,KANCHIPURAM,2010,Kharif,Arhar/Tur,28.0,19.0,0.6785714285714286,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Cotton(lint),1.0,2.0,2.0,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Groundnut,16327.0,72969.0,4.469222759845654,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Horse-gram,10.0,5.0,0.5,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Maize,5.0,19.0,3.8,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Moong(Green Gram),554.0,224.0,0.4043321299638989,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Ragi,324.0,990.0,3.055555555555556,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Rice,95739.0,378628.0,3.954793762207669,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Whole Year,Sesamum,434.0,228.0,0.5253456221198156,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Whole Year,Sugarcane,1039.0,132576.0,127.59961501443696,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Sunflower,8.0,9.0,1.125,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2010,Kharif,Urad,1831.0,805.0,0.4396504642271983,27.83,33.56,21.38,1361.98,3.73,80.79,75.53,3.03,160,2.54,7.89
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Arhar/Tur,34.0,30.0,0.8823529411764706,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Rabi,Bajra,2.0,6.0,3.0,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Kharif,Bajra,54.0,119.0,2.203703703703704,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Banana,258.0,11273.0,43.6937984496124,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Cashewnut,300.0,79.0,0.2633333333333333,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Dry chillies,138.0,60.0,0.4347826086956521,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Kharif,Groundnut,3701.0,6479.0,1.7506079437989732,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Rabi,Groundnut,12604.0,55857.0,4.43168835290384,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Horse-gram,3.0,2.0,0.6666666666666666,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Rabi,Maize,2.0,13.0,6.5,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Kharif,Maize,37.0,211.0,5.702702702702703,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Moong(Green Gram),300.0,151.0,0.5033333333333333,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Onion,1.0,9.0,9.0,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Rabi,Ragi,55.0,171.0,3.109090909090909,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Kharif,Ragi,75.0,198.0,2.64,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Kharif,Rice,90419.0,395412.0,4.373107422112609,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Sesamum,260.0,158.0,0.6076923076923076,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Sugarcane,1819.0,204692.0,112.5299615173172,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Sunflower,12.0,22.0,1.8333333333333333,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Sweet potato,4.0,82.0,20.5,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Tapioca,92.0,3465.0,37.66304347826087,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Tobacco,3.0,5.0,1.6666666666666667,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Turmeric,2.0,11.0,5.5,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2011,Whole Year,Urad,859.0,515.0,0.59953434225844,27.72,33.0,22.37,1371.22,3.76,58.97,72.46,3.1,130,2.65,8.21
Tamil Nadu,KANCHIPURAM,2012,Kharif,Arhar/Tur,28.0,22.0,0.7857142857142857,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Groundnut,15992.0,57245.0,3.579602301150575,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Maize,7.0,25.0,3.571428571428572,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Moong(Green Gram),314.0,89.0,0.2834394904458598,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Ragi,58.0,116.0,2.0,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Rice,77784.0,344875.0,4.43375244266173,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Whole Year,Sesamum,575.0,299.0,0.52,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Whole Year,Sugarcane,1781.0,173889.0,97.63559797866368,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2012,Kharif,Urad,509.0,223.0,0.4381139489194499,27.97,35.26,21.4,1004.69,2.75,51.6,71.44,3.07,115,2.83,7.07
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Arhar/Tur,138.0,133.0,0.9637681159420288,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Bajra,30.0,60.0,2.0,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Bajra,44.0,100.0,2.272727272727273,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Banana,223.0,9262.0,41.53363228699551,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Cashewnut,191.0,54.0,0.2827225130890052,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Cotton(lint),1.0,3.0,3.0,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Dry chillies,130.0,35.0,0.2692307692307692,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Gram,27.0,15.0,0.5555555555555556,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Groundnut,3538.0,8994.0,2.542114188807236,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Groundnut,8982.0,38030.0,4.234023602761078,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Horse-gram,11.0,7.0,0.6363636363636364,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Jowar,5.0,6.0,1.2,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Jowar,24.0,52.0,2.1666666666666665,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Maize,4.0,20.0,5.0,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Maize,25.0,163.0,6.52,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Moong(Green Gram),259.0,146.0,0.5637065637065637,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Moong(Green Gram),242.0,195.0,0.8057851239669421,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Ragi,213.0,583.0,2.7370892018779345,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Ragi,294.0,1166.0,3.9659863945578233,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Rice,85564.0,391837.0,4.579460988266093,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Sesamum,440.0,245.0,0.5568181818181818,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Sesamum,1199.0,738.0,0.6155129274395329,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Small millets,2.0,1.0,0.5,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Sugarcane,1731.0,179286.0,103.5736568457539,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Sunflower,2.0,2.0,1.0,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Sunflower,5.0,9.0,1.8,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Sweet potato,5.0,106.0,21.2,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Tapioca,133.0,3980.0,29.924812030075188,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Kharif,Urad,684.0,575.0,0.8406432748538012,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2013,Rabi,Urad,984.0,840.0,0.8536585365853658,27.79,33.82,22.9,1023.06,2.8,54.34,72.75,3.22,141,2.46,6.27
Tamil Nadu,KANCHIPURAM,2014,Rabi,Bajra,6.0,19.0,3.1666666666666665,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Bajra,15.0,45.0,3.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Banana,196.0,7978.0,40.704081632653065,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Cashewnut,210.0,86.0,0.4095238095238095,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Coriander,1.0,1.0,1.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Cotton(lint),7.0,22.0,3.142857142857143,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Dry chillies,120.0,79.0,0.6583333333333333,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Groundnut,1995.0,6023.0,3.019047619047619,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Groundnut,8915.0,33909.0,3.803589455973079,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Horse-gram,1.0,1.0,1.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Horse-gram,8.0,6.0,0.75,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Jowar,16.0,35.0,2.1875,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Jowar,21.0,42.0,2.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Maize,3.0,22.0,7.333333333333333,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Moong(Green Gram),216.0,137.0,0.6342592592592593,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Moong(Green Gram),175.0,141.0,0.8057142857142857,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Onion,1.0,9.0,9.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Onion,2.0,17.0,8.5,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Ragi,73.0,219.0,3.0,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Ragi,142.0,596.0,4.197183098591549,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Rice,61881.0,289904.0,4.684862881983161,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Sesamum,407.0,256.0,0.628992628992629,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Sesamum,1967.0,1437.0,0.7305541433655313,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Sugarcane,1846.0,197134.0,106.78981581798485,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Sunflower,4.0,5.0,1.25,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Sunflower,6.0,9.0,1.5,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Sweet potato,7.0,123.0,17.571428571428573,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Tapioca,58.0,1881.0,32.43103448275862,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Kharif,Urad,421.0,339.0,0.8052256532066508,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2014,Rabi,Urad,1188.0,1178.0,0.9915824915824916,27.98,33.02,22.98,1096.01,3.0,53.9,71.05,3.2,130,2.58,6.93
Tamil Nadu,KANCHIPURAM,2015,Kharif,Bajra,1.0,3.0,3.0,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Bajra,3.0,7.0,2.333333333333333,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Whole Year,Banana,339.0,12990.0,38.31858407079646,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Whole Year,Cashewnut,241.0,74.0,0.3070539419087137,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Cotton(lint),1.0,3.0,3.0,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Kharif,Cotton(lint),2.0,4.0,2.0,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Whole Year,Dry chillies,90.0,46.0,0.5111111111111111,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Gram,24.0,11.0,0.4583333333333333,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Kharif,Groundnut,3479.0,8541.0,2.4550158091405576,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Groundnut,7575.0,25604.0,3.3800660066006603,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Kharif,Jowar,15.0,16.0,1.0666666666666669,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Maize,3.0,21.0,7.0,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Moong(Green Gram),179.0,94.0,0.5251396648044693,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Kharif,Moong(Green Gram),263.0,209.0,0.7946768060836502,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Onion,2.0,13.0,6.5,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Kharif,Ragi,102.0,304.0,2.980392156862745,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
Tamil Nadu,KANCHIPURAM,2015,Rabi,Ragi,124.0,449.0,3.620967741935484,27.87,32.96,22.36,1961.46,5.37,132.57,73.24,3.01,151,2.46,15.35
